subj_idx,rt,response
14,0.0935,0
14,0.34450000000000003,0
14,0.1955,1
15,0.035500000000000004,0
15,0.1085,0
15,0.11750000000000001,0
15,0.8215000000000001,0
15,0.0615,0
15,0.1095,0
15,0.0885,0
15,0.0555,0
15,0.2415,0
15,0.1015,0
15,0.0775,0
15,0.0605,0
15,0.4935,0
15,0.2905,0
15,0.0445,0
15,0.1495,0
15,0.1995,0
15,0.1365,0
15,0.0465,0
15,0.1765,0
15,0.23850000000000002,0
15,0.1615,0
15,0.6275000000000001,0
15,0.1955,0
15,0.2095,0
15,0.1005,0
15,0.1635,0
15,0.3045,0
15,0.0475,0
15,0.1655,0
15,0.2715,0
15,0.1715,0
15,0.1215,0
15,0.1515,0
15,0.1265,0
15,0.0915,0
15,0.2985,0
15,0.0565,0
15,0.1315,0
15,0.1345,0
15,0.1345,0
15,0.1135,0
15,0.2135,0
15,0.0745,0
15,0.1645,0
15,0.0975,0
15,0.2805,0
15,0.1285,0
15,0.4055,0
15,0.1935,0
15,0.10350000000000001,0
15,0.2605,0
15,0.3925,0
15,0.14350000000000002,0
15,0.3255,0
15,0.1115,0
15,0.4275,0
15,0.6375000000000001,0
15,0.0825,0
15,0.0945,0
15,0.1195,0
15,0.0745,0
15,0.1045,0
15,0.2495,0
15,0.2465,0
15,0.1135,0
15,0.2665,0
15,0.2925,0
15,0.0655,0
15,0.0965,0
15,0.1465,0
15,0.0695,0
15,0.1615,0
15,0.1885,0
15,0.2745,0
15,0.3795,0
15,0.2215,1
15,0.0505,0
15,0.0925,0
15,0.1755,0
15,0.0755,0
15,0.1045,0
15,0.2015,0
15,0.14350000000000002,0
15,0.0945,0
15,0.1055,0
15,0.2145,0
15,0.1775,0
15,0.5005000000000001,0
15,0.1965,0
15,0.3075,0
15,0.1365,0
15,0.10350000000000001,0
15,0.1705,0
15,0.3695,1
15,0.0505,0
15,0.3205,0
15,0.23750000000000002,0
15,0.1155,0
16,0.1765,1
16,0.1855,1
16,0.2295,1
16,0.0365,1
16,0.0655,1
16,0.1235,1
16,0.0915,1
16,0.10250000000000001,1
16,0.0405,1
16,0.1065,1
16,0.1245,1
16,0.3825,1
16,0.1145,1
16,0.0815,1
16,0.2665,1
16,0.1325,1
16,0.1145,1
16,0.1755,1
16,0.0735,1
16,0.0725,1
16,0.0945,1
16,0.1155,1
16,0.3135,1
16,0.0825,1
16,0.1705,1
16,0.1085,1
16,0.17450000000000002,1
16,0.07150000000000001,1
16,0.2625,1
16,0.1565,1
16,0.0765,1
16,0.2335,1
16,0.3955,1
16,0.08650000000000001,1
16,0.3145,1
16,0.0585,1
16,0.0785,1
16,0.0595,1
16,0.2145,0
16,0.1765,1
16,0.1565,1
16,0.0945,1
16,0.28150000000000003,1
16,0.1095,1
16,0.0445,1
16,0.3605,1
16,0.2885,1
16,0.1015,1
16,0.1045,1
16,0.2255,1
16,0.0765,1
16,0.0975,1
16,0.1665,1
16,0.1875,0
16,0.0905,1
16,0.1375,1
16,0.1755,1
16,0.0465,1
16,0.3685,1
16,0.2335,1
16,0.0555,1
16,0.1915,1
16,0.1235,1
16,0.2775,1
16,0.1075,1
16,0.2255,1
16,0.0555,1
16,0.0525,1
16,0.2105,1
16,0.10350000000000001,1
16,0.0305,0
16,0.0625,1
16,0.0555,1
16,0.2565,1
16,0.3635,1
16,0.1095,1
16,0.0615,1
16,0.1505,1
16,0.07150000000000001,1
16,0.1685,1
16,0.1835,1
16,0.2395,1
16,0.0305,1
16,0.1535,1
16,0.0925,1
16,0.2565,0
16,0.3435,1
16,0.1785,1
16,0.3415,1
16,0.3775,1
16,0.0495,1
16,0.1815,1
16,0.7155,1
16,0.3635,1
16,0.0315,1
16,0.1805,1
16,0.1395,1
16,0.1505,1
16,0.0805,1
16,0.1565,1
17,0.6125,1
17,0.2695,1
17,0.6675000000000001,0
17,0.9095000000000001,1
17,0.1805,1
17,0.3915,1
17,0.6295000000000001,0
17,0.3665,1
17,0.4325,1
17,0.2925,1
17,0.8825000000000001,1
17,0.4045,1
17,0.4195,1
17,0.3235,1
17,0.5895,1
17,0.3415,1
17,0.6195,1
17,0.3365,1
17,0.9015000000000001,0
17,0.3895,1
17,0.3405,1
17,0.6235,1
17,0.3905,1
17,0.2925,1
17,0.2975,1
17,0.3035,1
17,0.2535,1
17,0.6815000000000001,0
17,0.6135,1
17,0.3145,1
17,0.4495,1
17,0.4445,1
17,0.8635,1
17,0.3645,1
17,0.2945,1
17,0.5415000000000001,1
17,0.7005000000000001,1
17,0.3315,1
17,0.2415,0
17,0.28250000000000003,1
17,0.2255,1
17,0.9765,1
17,0.28150000000000003,1
17,0.5975,1
17,0.2745,0
17,0.9105000000000001,1
17,0.8395,1
17,0.4995,1
17,0.5375000000000001,1
17,0.14150000000000001,1
17,0.8395,0
17,0.4875,1
17,0.0835,1
17,0.2975,1
17,0.8185000000000001,1
17,0.7025000000000001,1
17,0.23850000000000002,0
17,0.3065,1
17,0.2275,1
17,0.8645,1
17,0.2135,1
17,0.7485,1
17,0.2235,1
17,0.5085000000000001,1
18,0.11850000000000001,0
18,0.10250000000000001,0
18,0.0805,0
18,0.1385,1
18,0.0555,0
18,0.0595,0
18,0.0325,0
18,0.0485,0
18,0.0395,0
18,0.0525,0
18,0.1135,0
18,0.0955,0
18,0.0605,0
18,0.0755,0
18,0.0095,0
18,0.1635,0
18,0.0935,0
18,0.0945,0
18,0.0775,0
18,0.0215,0
18,0.1575,0
18,0.0605,0
18,0.0295,0
18,0.0575,0
18,0.051500000000000004,0
18,0.11750000000000001,0
18,0.0285,0
18,0.0285,0
18,0.14350000000000002,1
18,0.0725,0
18,0.1405,0
18,0.1835,0
18,0.0195,0
18,0.0335,1
18,0.0545,0
18,0.0785,0
18,0.0405,0
18,0.1105,0
18,0.07050000000000001,0
18,0.2615,1
18,0.025500000000000002,0
18,0.1645,0
18,0.0475,0
18,0.0425,1
18,0.0495,0
18,0.0925,0
18,0.0175,0
18,0.0235,0
18,0.0245,1
18,0.0605,0
18,0.0605,0
18,0.0565,0
18,0.1245,0
18,0.0875,0
18,0.0245,0
18,0.1975,0
18,0.0295,0
18,0.0415,0
18,0.0605,1
18,0.0795,0
18,0.2755,0
18,0.0665,0
18,0.0575,0
18,0.28250000000000003,0
18,0.0385,1
18,0.014499999999999999,0
18,0.2205,0
18,0.0945,0
18,0.1265,0
18,0.0735,1
18,0.0995,0
18,0.0455,0
18,0.0685,0
18,0.0235,0
18,0.0585,0
18,0.0545,0
18,0.0645,1
18,0.0525,0
18,0.1495,0
18,0.0155,0
18,0.0225,0
18,0.051500000000000004,0
18,0.1335,0
18,0.0575,0
18,0.0695,0
18,0.1145,1
18,0.0565,0
18,0.1575,0
18,0.0585,1
18,0.1925,1
18,0.0535,0
18,0.0365,0
18,0.0675,0
18,0.0345,1
18,0.0375,0
18,0.1535,1
18,0.0425,0
18,0.1045,1
18,0.1095,0
18,0.0735,0
19,0.4655,0
19,0.5225000000000001,1
19,0.0465,0
19,0.10350000000000001,0
19,0.4225,1
19,0.1935,0
19,0.1005,0
19,0.1685,0
19,0.1335,0
19,0.0475,0
19,0.2545,0
19,0.0595,0
19,0.1235,0
19,0.1275,0
19,0.1595,0
19,0.1575,0
19,0.1075,0
19,0.0775,0
19,0.1975,0
19,0.4445,0
19,0.0985,0
19,0.1065,0
19,0.4265,0
19,0.0985,0
19,0.1255,0
19,0.1635,0
19,0.4525,0
19,0.1105,0
19,0.2025,0
19,0.1485,0
19,0.0685,0
19,0.1575,0
19,0.0825,1
19,0.0955,0
19,0.4205,0
19,0.28650000000000003,0
19,0.1695,0
19,0.2795,0
19,0.3835,1
19,0.3345,1
19,0.1865,0
19,0.3345,0
19,0.23650000000000002,0
19,0.6245,0
19,0.0735,0
19,0.11750000000000001,0
19,0.2605,0
19,0.2255,0
19,0.0995,0
19,0.0685,0
19,0.1525,0
19,0.1235,0
19,0.2625,0
19,0.1835,0
19,0.1395,0
19,0.0895,0
19,0.0315,1
19,0.1655,0
19,0.2095,0
19,0.1485,0
19,0.2395,1
19,0.2325,0
19,0.2225,1
19,0.0855,1
19,0.0895,0
19,0.0905,0
19,0.1095,1
19,0.3145,1
19,0.0305,0
19,0.2305,0
19,0.0735,0
19,0.8345,0
19,0.1495,0
19,0.1705,0
19,0.0755,0
19,0.0385,0
19,0.1005,0
19,0.2175,0
19,0.5765,1
19,0.1855,0
19,0.9345000000000001,0
19,0.0465,0
19,0.2975,0
19,0.0545,0
19,0.0545,1
19,0.1675,0
19,0.0485,0
19,0.5125000000000001,0
19,0.2405,0
19,0.0975,0
19,0.1495,0
19,0.1365,0
19,0.1505,0
19,0.0385,0
19,0.3395,0
19,0.1215,0
19,0.0525,0
19,0.1625,0
19,0.0405,0
19,0.1805,0
20,0.1575,1
20,0.3955,0
20,0.1705,0
20,0.0595,0
20,0.2395,1
20,0.0365,0
20,0.0825,0
20,0.0945,1
20,0.0995,1
20,0.2295,0
20,0.0835,0
20,0.1145,0
20,0.1525,0
20,0.0735,0
20,0.47150000000000003,0
20,0.0975,0
20,0.0505,0
20,0.7215,1
20,0.2785,1
20,0.0945,0
20,0.1565,1
20,0.1075,1
20,0.1055,1
20,0.025500000000000002,0
20,0.4285,0
20,0.2585,1
20,0.2625,0
20,0.5145000000000001,1
20,0.2435,0
20,0.0475,0
20,0.3275,0
20,0.3035,0
20,0.1875,0
20,0.1395,0
20,0.2935,0
20,0.3085,1
20,0.2255,0
20,0.0915,0
20,0.6425000000000001,0
20,0.1525,0
20,0.1915,0
20,0.3805,0
20,0.0725,0
20,0.0905,0
20,0.1265,1
20,0.0885,0
20,0.2115,0
20,0.1785,0
20,0.0605,1
20,0.0435,0
20,0.0445,0
20,0.2665,0
20,0.1265,0
20,0.1045,0
20,0.0545,0
20,0.1545,1
20,0.1605,1
20,0.0655,0
20,0.1305,0
20,0.9695,1
20,0.4275,0
20,0.1165,0
20,0.3185,0
20,0.1295,0
20,0.3615,0
20,0.0905,0
20,0.2015,1
20,0.1345,0
20,0.10250000000000001,0
20,0.1275,0
20,0.1495,1
20,0.1635,0
20,0.23550000000000001,1
20,0.3235,1
20,0.0335,0
20,0.0335,0
20,0.3035,0
20,0.3585,1
20,0.3115,1
20,0.3685,0
20,0.0625,0
20,0.0685,0
20,0.11750000000000001,0
20,0.34450000000000003,1
20,0.0765,0
20,0.2885,1
20,0.0575,0
20,0.0495,0
20,0.1675,0
20,0.1555,0
20,0.1045,0
20,0.17250000000000001,0
20,0.0495,1
20,0.2395,0
20,0.2425,0
20,0.1165,0
20,0.1055,0
20,0.11850000000000001,0
20,0.3315,0
21,0.1565,1
21,0.0405,1
21,0.07050000000000001,1
21,0.0325,1
21,0.0445,1
21,0.0975,1
21,0.0925,1
21,0.0125,1
21,0.0555,0
21,0.051500000000000004,1
21,0.0485,0
21,0.17250000000000001,1
21,0.2955,1
21,0.1045,1
21,0.07050000000000001,0
21,0.0445,0
21,0.08650000000000001,1
21,0.1625,1
21,0.1045,0
21,0.1365,0
21,0.20450000000000002,1
21,0.0755,1
21,0.14250000000000002,1
21,0.1115,1
21,0.0405,1
21,0.2915,0
21,0.0175,1
21,0.0365,1
21,0.1475,1
21,0.0265,1
21,0.0435,1
21,0.1075,1
21,0.0205,0
21,0.0275,1
21,0.0905,1
21,0.010499999999999999,1
21,0.0205,1
21,0.14150000000000001,1
21,0.0445,1
21,0.1545,1
21,0.0085,0
21,0.0115,1
21,0.0555,1
21,0.1345,0
21,0.0275,1
21,0.0745,1
21,0.0595,1
21,0.07150000000000001,0
21,0.10250000000000001,1
21,0.10350000000000001,0
21,0.0645,1
21,0.0085,1
21,0.0445,1
21,0.2985,1
21,0.051500000000000004,1
21,0.0535,1
21,0.1245,1
21,0.0385,0
21,0.0465,1
21,0.0655,1
21,0.0225,0
21,0.17250000000000001,1
21,0.0625,1
21,0.0315,1
21,0.0535,1
21,0.0625,0
21,0.0395,0
21,0.0765,1
21,0.0615,1
21,0.0365,1
21,0.0585,1
21,0.025500000000000002,1
21,0.0485,0
21,0.0785,1
21,0.3625,0
21,0.1075,0
21,0.0595,1
21,0.08650000000000001,1
21,0.0075,0
21,0.2275,0
21,0.0235,1
21,0.0205,1
21,0.1085,1
21,0.0425,1
21,0.0635,1
21,0.1055,1
21,0.0545,1
21,0.0475,0
21,0.0805,1
21,0.0155,1
21,0.0655,1
21,0.0275,1
21,0.1245,1
21,0.0575,1
21,0.0695,1
21,0.1285,1
21,0.0445,1
21,0.0585,1
21,0.0625,0
21,0.1145,1
22,0.28650000000000003,1
22,0.2795,1
22,0.1495,1
22,0.6055,1
22,0.7535000000000001,0
22,0.7775000000000001,1
22,0.2915,1
22,0.1165,0
22,0.3515,0
22,0.3365,0
22,0.6115,1
22,0.2585,1
22,0.9975,1
22,0.3035,0
22,0.6085,0
22,0.2265,0
22,0.9075000000000001,0
22,0.5085000000000001,0
22,0.28650000000000003,1
22,0.3585,1
22,0.28350000000000003,0
22,0.5705000000000001,1
22,0.34950000000000003,0
22,0.9875,0
22,0.3775,1
22,0.4405,1
22,0.9815,1
22,0.5895,0
22,0.9925,1
22,0.2965,0
22,0.3255,0
22,0.3065,0
22,0.6935000000000001,0
22,0.4845,0
22,0.1765,0
22,0.3655,0
22,0.4555,1
22,0.9915,0
22,0.4025,0
22,0.2175,0
22,0.5185000000000001,1
22,0.3555,0
22,0.4855,0
22,0.1805,0
22,0.41250000000000003,1
22,0.8145000000000001,1
22,0.9135000000000001,1
22,0.1625,1
22,0.8255000000000001,0
22,0.9375000000000001,0
22,0.9255000000000001,0
22,0.4795,1
22,0.9155000000000001,1
22,0.47750000000000004,1
22,0.3325,0
22,0.5045000000000001,1
22,0.14350000000000002,0
22,0.8485,0
22,0.7135,1
22,0.2245,1
22,0.8215000000000001,1
22,0.5115000000000001,1
22,0.7535000000000001,1
22,0.1455,0
22,0.3615,0
22,0.8085000000000001,0
22,0.9355000000000001,0
22,0.1875,0
22,0.9315000000000001,0
22,0.5605000000000001,1
23,0.0405,1
23,0.0985,1
23,0.20450000000000002,1
23,0.0485,1
23,0.0455,1
23,0.1555,1
23,0.1595,1
23,0.2775,1
23,0.0635,1
23,0.0965,1
23,0.0285,1
23,0.1945,1
23,0.1445,1
23,0.0735,1
23,0.0275,1
23,0.0475,1
23,0.0465,0
23,0.11850000000000001,1
23,0.0215,0
23,0.14150000000000001,1
23,0.1365,0
23,0.0545,1
23,0.0545,1
23,0.0435,0
23,0.0425,1
23,0.0135,1
23,0.0525,1
23,0.20550000000000002,1
23,0.2485,1
23,0.1005,1
23,0.1105,1
23,0.1235,1
23,0.0665,1
23,0.34850000000000003,1
23,0.1525,1
23,0.0925,1
23,0.0625,1
23,0.0605,1
23,0.0505,1
23,0.0535,1
23,0.0375,1
23,0.0875,1
23,0.23850000000000002,1
23,0.0365,1
23,0.2085,1
23,0.3735,1
23,0.0185,1
23,0.0925,1
23,0.0375,1
23,0.1375,0
23,0.0465,1
23,0.1925,1
23,0.0405,1
23,0.10250000000000001,1
23,0.0735,1
23,0.0725,1
23,0.1515,1
23,0.0385,1
23,0.0505,1
23,0.0765,1
23,0.1145,1
23,0.0225,0
23,0.0315,1
23,0.0425,1
23,0.0335,1
23,0.1465,1
23,0.0945,1
23,0.1095,1
23,0.2165,1
23,0.0345,0
23,0.0305,1
23,0.0905,1
23,0.0275,1
23,0.0565,1
23,0.0525,0
23,0.0345,1
23,0.1295,1
23,0.0395,1
23,0.3615,0
23,0.2655,1
23,0.025500000000000002,1
23,0.2715,1
23,0.0485,1
23,0.0495,1
23,0.0205,1
23,0.0775,1
23,0.0765,1
23,0.1635,1
23,0.0155,1
23,0.0325,1
23,0.1285,1
23,0.2235,1
23,0.2805,1
23,0.17350000000000002,1
23,0.0675,0
23,0.2805,1
23,0.3215,1
23,0.0615,1
23,0.0625,1
23,0.0215,1
24,0.6385000000000001,0
24,0.2305,1
24,0.3525,1
24,0.4545,1
24,0.1165,1
24,0.6535000000000001,1
24,0.0565,1
24,0.2175,1
24,0.1555,1
24,0.7525000000000001,0
24,0.3215,1
24,0.7265,1
24,0.6495000000000001,1
24,0.5345000000000001,0
24,0.2165,1
24,0.1485,1
24,0.1755,0
24,0.6195,1
24,0.5005000000000001,1
24,0.28150000000000003,1
24,0.2325,0
24,0.1495,1
24,0.3005,0
24,0.3945,0
24,0.3025,1
24,0.40650000000000003,1
24,0.6305000000000001,1
24,0.9455000000000001,1
24,0.1825,0
24,0.3165,1
24,0.5925,1
24,0.3225,0
24,0.3335,1
24,0.3775,0
24,0.3845,0
24,0.2275,1
24,0.1375,0
24,0.4045,1
24,0.1565,0
24,0.3795,1
24,0.2955,0
24,0.3865,1
24,0.9025000000000001,1
24,0.9335000000000001,0
24,0.1345,1
24,0.1165,0
24,0.2905,1
24,0.1905,1
24,0.1345,1
24,0.2505,0
24,0.5355000000000001,1
24,0.2165,0
24,0.2685,1
24,0.3415,1
24,0.28250000000000003,1
24,0.2705,1
24,0.4565,1
24,0.9965,1
24,0.6195,1
24,0.4565,1
24,0.2205,1
24,0.1045,1
24,0.2265,1
24,0.6965000000000001,1
24,0.3955,1
24,0.2795,1
24,0.2595,0
24,0.3315,0
24,0.2555,1
24,0.1305,1
24,0.2595,1
24,0.3545,1
24,0.0645,1
24,0.1615,1
24,0.3425,1
24,0.2285,1
24,0.3555,1
24,0.2325,1
24,0.5965,1
24,0.3225,0
24,0.28150000000000003,0
24,0.3565,1
24,0.2475,1
24,0.3375,1
24,0.1625,1
24,0.4655,1
25,0.0095,0
25,0.11850000000000001,1
25,0.0295,1
25,0.0445,1
25,0.0445,0
25,0.0465,0
25,0.0205,1
25,0.0525,1
25,0.10350000000000001,1
25,0.0135,1
25,0.0825,0
25,0.035500000000000004,0
25,0.0695,1
25,0.0155,1
25,0.0415,1
25,0.0245,1
25,0.1555,1
25,0.1665,0
25,0.0415,1
25,0.1655,0
25,0.0445,0
25,0.1805,0
25,0.0185,1
25,0.0435,1
25,0.0345,0
25,0.0415,1
25,0.0395,0
25,0.0815,0
25,0.0445,0
25,0.0245,1
25,0.0275,0
25,0.0125,1
25,0.0605,1
25,0.07050000000000001,0
25,0.0495,1
25,0.0365,0
25,0.1005,0
25,0.0195,0
25,0.0175,1
25,0.07050000000000001,0
25,0.1285,0
25,0.0185,1
25,0.0455,0
25,0.0215,1
25,0.0235,1
25,0.0335,0
25,0.0645,0
25,0.0285,0
25,0.0645,0
25,0.0215,1
25,0.0245,0
25,0.0225,1
25,0.1085,0
25,0.0325,0
25,0.0135,0
25,0.0345,0
25,0.0665,1
25,0.0935,0
25,0.0535,0
25,0.0155,0
25,0.0985,1
25,0.0085,0
25,0.0175,0
25,0.1115,1
25,0.0225,0
25,0.0185,0
25,0.0295,1
25,0.0095,0
25,0.0385,0
25,0.0155,0
25,0.0365,1
25,0.0125,0
25,0.0465,1
25,0.010499999999999999,0
25,0.0565,0
25,0.0275,0
25,0.0675,1
25,0.0455,0
25,0.2175,1
25,0.0285,0
25,0.0855,1
25,0.10250000000000001,0
25,0.1395,1
25,0.0225,0
25,0.0335,1
25,0.0295,0
25,0.0845,0
25,0.0375,0
25,0.0315,0
25,0.0205,0
25,0.006500000000000001,1
25,0.0315,0
25,0.0645,1
25,0.0235,0
25,0.0185,0
25,0.025500000000000002,0
25,0.0235,0
25,0.0305,0
25,0.0135,0
25,0.006500000000000001,1
26,0.1795,0
26,0.1045,1
26,0.14250000000000002,0
26,0.2925,1
26,0.1335,0
26,0.14250000000000002,0
26,0.1575,0
26,0.0555,0
26,0.051500000000000004,0
26,0.2535,0
26,0.3205,0
26,0.0675,1
26,0.14350000000000002,0
26,0.7265,0
26,0.0625,0
26,0.2255,0
26,0.0525,0
26,0.1525,0
26,0.0505,0
26,0.1285,0
26,0.1285,1
26,0.3735,1
26,0.23850000000000002,0
26,0.3765,1
26,0.1375,1
26,0.1875,1
26,0.3945,1
26,0.1465,0
26,0.0685,0
26,0.2205,0
26,0.1285,0
26,0.0755,0
26,0.2325,0
26,0.0655,0
26,0.0765,1
26,0.2215,1
26,0.4345,1
26,0.2465,1
26,0.2135,0
26,0.6735000000000001,1
26,0.2995,0
26,0.2925,1
26,0.2255,0
26,0.1055,0
26,0.3155,0
26,0.2015,0
26,0.1765,1
26,0.2765,1
26,0.2655,0
26,0.2615,1
26,0.9725,1
26,0.2305,0
26,0.4955,0
26,0.1685,0
26,0.4365,1
26,0.1445,0
26,0.1705,0
26,0.2765,0
26,0.6515000000000001,0
26,0.3025,0
26,0.9975,0
26,0.1215,0
26,0.1625,0
26,0.1465,1
26,0.1375,0
26,0.0845,1
26,0.11750000000000001,1
26,0.4005,0
26,0.6835000000000001,1
26,0.4405,1
26,0.5415000000000001,1
26,0.1275,1
26,0.1115,0
26,0.1905,1
26,0.5385000000000001,0
26,0.3325,0
26,0.0465,1
26,0.3335,0
26,0.23650000000000002,0
26,0.2975,0
26,0.2225,1
26,0.2605,1
26,0.2105,0
26,0.0995,0
26,0.5155000000000001,1
26,0.3015,0
26,0.0975,0
26,0.0635,1
26,0.3325,1
26,0.8035000000000001,0
26,0.3615,1
26,0.1765,0
26,0.2325,0
26,0.1465,0
26,0.07150000000000001,0
26,0.1245,0
26,0.0765,0
26,0.6395000000000001,0
26,0.2515,1
27,0.1065,1
27,0.1045,1
27,0.1285,1
27,0.0505,1
27,0.0915,1
27,0.0345,1
27,0.1215,1
27,0.0895,1
27,0.0615,1
27,0.1825,1
27,0.3225,1
27,0.0295,1
27,0.2155,1
27,0.1755,1
27,0.0535,1
27,0.3205,0
27,0.1095,1
27,0.5755000000000001,1
27,0.0495,1
27,0.1225,1
27,0.1245,0
27,0.0875,1
27,0.0605,1
27,0.0845,1
27,0.1395,0
27,0.1395,1
27,0.0495,1
27,0.0725,1
27,0.1805,1
27,0.0855,1
27,0.0975,1
27,0.0685,1
27,0.1215,1
27,0.3965,1
27,0.0305,1
27,0.0775,1
27,0.1895,1
27,0.0805,1
27,0.2015,1
27,0.0395,1
27,0.0615,1
27,0.0265,1
27,0.34550000000000003,1
27,0.1685,1
27,0.0495,1
27,0.1485,1
27,0.0805,1
27,0.0885,1
27,0.1395,1
27,0.1915,1
27,0.3775,1
27,0.3395,1
27,0.1535,1
27,0.1005,1
27,0.2395,1
27,0.0645,1
27,0.1355,1
27,0.2725,1
27,0.1045,1
27,0.3925,1
27,0.1445,1
27,0.1145,1
27,0.3135,1
27,0.2145,0
27,0.11750000000000001,1
27,0.2235,0
27,0.3015,1
27,0.2335,0
27,0.1285,0
27,0.1515,1
27,0.2395,1
27,0.0425,1
27,0.1785,1
27,0.2565,0
27,0.9565000000000001,1
27,0.1455,1
27,0.08650000000000001,1
27,0.4235,1
27,0.1205,1
27,0.0615,1
27,0.2405,1
27,0.0745,1
27,0.1355,0
27,0.0605,1
27,0.0335,1
27,0.1775,0
27,0.0765,1
27,0.3755,1
27,0.025500000000000002,1
27,0.1845,1
27,0.2645,1
27,0.3675,1
27,0.0885,1
27,0.0585,1
27,0.0565,1
27,0.0965,1
27,0.0975,1
27,0.0725,1
27,0.1595,1
27,0.3315,1
28,0.1935,1
28,0.2225,1
28,0.4835,1
28,0.7665000000000001,1
28,0.34950000000000003,1
28,0.9115000000000001,1
28,0.6085,1
28,0.5725000000000001,1
28,0.47350000000000003,1
28,0.3645,0
28,0.6685000000000001,0
28,0.2995,1
28,0.4585,1
28,0.8555,1
28,0.2145,1
28,0.9435000000000001,1
28,0.1115,1
28,0.6705000000000001,0
28,0.1785,1
28,0.4285,1
28,0.6905000000000001,1
28,0.5285000000000001,1
28,0.2635,1
28,0.3195,1
28,0.4905,1
28,0.9105000000000001,0
28,0.6505000000000001,1
28,0.2415,0
28,0.6205,1
28,0.3555,1
28,0.3055,1
28,0.6475000000000001,1
28,0.3915,1
28,0.8345,1
28,0.4525,0
28,0.3905,1
28,0.6115,1
28,0.7325,0
28,0.34750000000000003,1
28,0.6805000000000001,1
28,0.1655,1
28,0.2895,0
28,0.2705,1
28,0.1105,1
28,0.5405000000000001,1
28,0.6525000000000001,1
28,0.6955000000000001,1
28,0.5995,1
28,0.7035,1
28,0.34550000000000003,1
28,0.4605,1
28,0.0755,1
28,0.1945,1
28,0.3085,1
28,0.9205000000000001,1
28,0.4985,0
28,0.2295,1
28,0.5255000000000001,0
28,0.2315,1
28,0.3685,1
28,0.9845,0
28,0.3925,1
28,0.5555000000000001,1
28,0.20450000000000002,1
28,0.2755,1
28,0.1945,1
28,0.3015,1
28,0.5815,1
28,0.8975000000000001,1
28,0.3535,1
28,0.3265,1
28,0.6385000000000001,0
28,0.6675000000000001,1
28,0.6655000000000001,1
28,0.5845,1
28,0.5685000000000001,1
28,0.6055,1
29,0.1585,0
29,0.6695000000000001,1
29,0.2905,0
29,0.5755000000000001,0
29,0.35050000000000003,0
29,0.3555,0
29,0.3875,0
29,0.2685,1
29,0.3315,1
29,0.47250000000000003,1
29,0.3255,0
29,0.8905000000000001,0
29,0.2685,0
29,0.1505,0
29,0.2455,0
29,0.3895,0
29,0.2795,0
29,0.3675,0
29,0.8165000000000001,0
29,0.5805,1
29,0.3785,0
29,0.2255,0
29,0.7435,1
29,0.2605,0
29,0.4415,0
29,0.2165,1
29,0.1855,0
29,0.3985,0
29,0.3085,1
29,0.5505000000000001,0
29,0.7525000000000001,0
29,0.3595,0
29,0.47350000000000003,0
29,0.2255,1
29,0.1405,0
29,0.3275,0
29,0.0635,0
29,0.4325,1
29,0.2655,0
29,0.3325,0
29,0.5335000000000001,1
29,0.2915,1
29,0.1255,0
29,0.6515000000000001,0
29,0.4825,0
29,0.4585,0
29,0.6205,1
29,0.1475,1
29,0.6175,0
29,0.2565,1
29,0.3295,0
29,0.2685,0
29,0.2735,0
29,0.1285,0
29,0.7045,0
29,0.3235,1
29,0.1595,1
29,0.4675,0
29,0.5575000000000001,1
29,0.8185000000000001,0
29,0.4245,0
29,0.4585,0
29,0.5885,0
29,0.5915,0
29,0.3075,0
29,0.1485,0
29,0.2145,0
29,0.3985,0
29,0.1555,1
29,0.4575,1
29,0.3835,1
29,0.8965000000000001,0
29,0.1915,0
29,0.2135,0
29,0.1925,0
29,0.5035000000000001,1
29,0.1655,0
29,0.3245,0
29,0.7725000000000001,1
29,0.3515,1
29,0.6555000000000001,0
29,0.2245,0
29,0.6425000000000001,1
29,0.3555,0
29,0.4325,0
29,0.2295,0
29,0.3595,0
29,0.3035,1
29,0.46950000000000003,0
29,0.3395,1
29,0.7345,0
29,0.2185,0
29,0.34750000000000003,0
