subj_idx,rt,response
4,0.0305,0
4,0.0245,1
4,0.0635,1
4,0.3005,1
4,0.0635,1
4,0.0605,1
4,0.035500000000000004,1
4,0.1375,1
4,0.0965,1
4,0.0405,0
4,0.0305,1
4,0.0275,1
4,0.1525,1
4,0.1615,1
4,0.0965,0
4,0.0805,1
4,0.1015,0
4,0.1915,1
4,0.2775,1
4,0.0345,1
4,0.0535,0
4,0.0665,0
4,0.0365,0
4,0.0425,0
4,0.0365,0
4,0.0295,1
4,0.0835,0
4,0.3275,1
4,0.2255,1
4,0.0575,1
4,0.0735,1
4,0.0425,1
4,0.0995,1
4,0.0375,1
4,0.2775,0
4,0.0485,0
4,0.0635,1
4,0.1105,1
4,0.07050000000000001,1
4,0.0635,1
4,0.07050000000000001,1
4,0.0415,0
5,0.3665,1
5,0.0855,0
5,0.1965,0
5,0.0395,0
5,0.0595,1
5,0.0545,0
5,0.4415,0
5,0.0375,0
5,0.0805,0
5,0.0495,0
5,0.1345,0
5,0.2525,0
5,0.0525,0
5,0.2105,0
5,0.14350000000000002,0
5,0.1255,0
5,0.1945,0
5,0.0225,0
5,0.0465,0
5,0.1105,1
5,0.0305,1
5,0.3105,0
5,0.051500000000000004,0
5,0.0775,0
5,0.0815,0
5,0.0495,0
5,0.0425,0
5,0.1565,0
5,0.0555,0
5,0.0635,0
5,0.1215,0
5,0.2605,0
5,0.0345,0
5,0.0615,0
5,0.2705,0
5,0.20550000000000002,0
5,0.1995,0
5,0.1125,0
5,0.0615,0
5,0.0275,0
5,0.2675,0
5,0.1355,0
5,0.0365,0
5,0.0315,0
5,0.0675,0
5,0.1195,0
5,0.1155,0
5,0.0345,0
5,0.2115,1
5,0.0415,0
5,0.0495,0
5,0.0485,1
5,0.0185,0
5,0.07050000000000001,0
5,0.3185,0
5,0.0655,0
5,0.0215,1
5,0.2605,1
5,0.0435,0
5,0.20450000000000002,0
5,0.07150000000000001,0
5,0.1255,1
5,0.20750000000000002,0
5,0.1595,0
5,0.2275,0
5,0.1445,0
5,0.0995,0
5,0.2605,0
5,0.07050000000000001,1
5,0.0845,0
5,0.0295,0
5,0.0875,0
5,0.2575,0
5,0.0755,0
5,0.0885,0
5,0.0505,0
5,0.1235,1
5,0.3015,0
5,0.0765,0
5,0.14150000000000001,1
5,0.4565,0
5,0.20650000000000002,0
5,0.0465,0
5,0.0785,0
5,0.1195,0
5,0.07050000000000001,0
5,0.0275,0
5,0.0455,0
5,0.0385,0
5,0.1675,0
5,0.051500000000000004,0
5,0.11750000000000001,0
5,0.0585,0
5,0.2285,0
5,0.1575,0
5,0.1085,0
5,0.0425,0
5,0.3665,0
5,0.1645,0
5,0.0735,0
6,0.41050000000000003,0
6,0.2495,0
6,0.0935,0
6,0.0765,0
6,0.6795000000000001,0
6,0.1895,0
6,0.3915,0
6,0.1315,0
6,0.1805,0
6,0.1475,0
6,0.0525,0
6,0.1205,0
6,0.1605,0
6,0.0485,0
6,0.4185,1
6,0.0975,0
6,0.14250000000000002,0
6,0.0815,0
6,0.0785,0
6,0.3235,0
6,0.3515,0
6,0.5255000000000001,1
6,0.1275,0
6,0.5635000000000001,0
6,0.1625,1
6,0.1215,0
6,0.1445,0
6,0.1585,0
6,0.1645,0
6,0.34550000000000003,0
6,0.6795000000000001,0
6,0.5125000000000001,1
6,0.1925,0
6,0.1045,0
6,0.2695,0
6,0.3035,0
6,0.5175000000000001,1
6,0.0775,0
6,0.34650000000000003,0
6,0.1235,0
6,0.1995,0
6,0.1815,0
6,0.4255,0
6,0.1775,0
6,0.1305,0
6,0.2125,0
6,0.4315,0
6,0.17250000000000001,0
6,0.11750000000000001,0
6,0.1405,0
6,0.1525,0
6,0.3765,0
6,0.1775,0
6,0.1085,0
6,0.3175,0
6,0.2735,0
6,0.3805,0
6,0.0955,0
6,0.1955,0
6,0.0725,0
6,0.1545,0
6,0.40750000000000003,0
6,0.20350000000000001,0
6,0.34550000000000003,0
6,0.0905,0
6,0.0485,0
6,0.1575,0
6,0.1985,0
6,0.0595,0
6,0.1845,0
6,0.5995,0
6,0.0985,0
6,0.3735,0
6,0.1755,0
6,0.3265,0
6,0.7575000000000001,0
6,0.2325,0
6,0.0825,0
6,0.2185,0
6,0.0955,0
6,0.3245,0
6,0.2975,1
6,0.1455,0
6,0.1225,0
6,0.0745,1
6,0.0545,0
6,0.1785,0
6,0.1245,0
6,0.4355,0
6,0.47650000000000003,0
6,0.2255,0
6,0.4435,0
6,0.1495,0
6,0.9095000000000001,0
6,0.4915,1
6,0.1485,0
6,0.1675,0
6,0.1245,0
7,0.1295,0
7,0.051500000000000004,0
7,0.3215,0
7,0.17450000000000002,0
7,0.2005,0
7,0.1295,0
7,0.1125,1
7,0.0925,0
7,0.1515,0
7,0.2335,0
7,0.1105,1
7,0.0905,0
7,0.3015,0
7,0.0925,0
7,0.0845,0
7,0.3625,0
7,0.0505,0
7,0.1365,0
7,0.6065,0
7,0.20450000000000002,0
7,0.0555,0
7,0.0635,0
7,0.1505,0
7,0.2185,0
7,0.0605,0
7,0.0875,0
7,0.2925,0
7,0.34650000000000003,0
7,0.0735,0
7,0.1125,0
7,0.2455,0
7,0.1075,1
7,0.1965,0
7,0.1385,0
7,0.0985,0
7,0.1915,0
7,0.2125,0
7,0.0415,0
7,0.6165,0
7,0.0835,0
7,0.2265,0
7,0.0915,0
7,0.0925,0
7,0.1625,0
7,0.0725,0
7,0.2995,0
7,0.1985,0
7,0.1655,0
7,0.3175,0
7,0.3815,0
7,0.2235,0
7,0.1835,0
7,0.3685,0
7,0.1825,1
7,0.3725,0
7,0.0475,0
7,0.14150000000000001,0
7,0.1365,0
7,0.6195,0
7,0.0395,0
7,0.0835,0
7,0.2125,0
7,0.1915,0
7,0.2995,0
7,0.5065000000000001,0
7,0.1065,0
7,0.1225,1
7,0.2195,0
7,0.4415,1
7,0.1915,0
7,0.0805,1
7,0.1055,0
7,0.1075,0
7,0.1455,0
7,0.3585,0
7,0.0925,0
7,0.2115,0
7,0.0325,0
7,0.1155,0
7,0.0885,0
7,0.2245,0
7,0.1395,0
7,0.2535,1
7,0.1265,0
7,0.0775,0
7,0.1705,0
7,0.0415,0
7,0.3315,0
7,0.1625,0
7,0.0385,0
7,0.0365,0
7,0.1305,0
7,0.14350000000000002,0
7,0.4905,1
7,0.4445,0
7,0.1545,0
7,0.4375,0
7,0.2405,0
7,0.1305,0
7,0.1155,0
8,0.1765,1
8,0.5505000000000001,0
8,0.5375000000000001,1
8,0.6235,1
8,0.2145,1
8,0.3385,1
8,0.1895,1
8,0.2435,1
8,0.2915,1
8,0.0575,1
8,0.0885,1
8,0.0555,1
8,0.2635,1
8,0.1115,1
8,0.40850000000000003,1
8,0.1625,1
8,0.1875,0
8,0.2915,1
8,0.1975,0
8,0.0915,1
8,0.1785,1
8,0.1525,0
8,0.1235,1
8,0.2015,1
8,0.0625,0
8,0.2175,1
8,0.1295,0
8,0.1505,1
8,0.07050000000000001,1
8,0.14150000000000001,0
8,0.17450000000000002,1
8,0.3765,1
8,0.1765,1
8,0.035500000000000004,0
8,0.0785,1
8,0.0815,1
8,0.07050000000000001,1
8,0.1925,1
8,0.2105,1
8,0.34750000000000003,0
8,0.1315,1
8,0.2665,0
8,0.0845,1
8,0.07050000000000001,0
8,0.2435,0
8,0.5545000000000001,0
8,0.3065,1
8,0.2435,1
8,0.1105,1
8,0.1955,0
8,0.0915,1
8,0.2735,1
8,0.40850000000000003,1
8,0.1595,0
8,0.1345,1
8,0.035500000000000004,1
8,0.5905,0
8,0.2145,1
8,0.08650000000000001,1
8,0.5405000000000001,1
8,0.3005,1
8,0.1475,1
8,0.5875,1
8,0.2195,1
8,0.1535,1
8,0.0605,1
8,0.1795,1
8,0.2485,1
8,0.0445,1
8,0.0815,1
8,0.0155,1
8,0.0455,0
8,0.0995,1
8,0.2395,1
8,0.2085,0
8,0.0855,1
8,0.0815,1
8,0.0625,1
8,0.3385,1
8,0.1205,1
8,0.0635,1
8,0.2115,1
8,0.0985,1
8,0.0345,1
8,0.1375,1
8,0.1485,1
8,0.0785,1
8,0.0435,1
8,0.0545,1
8,0.1925,1
8,0.0525,1
8,0.0815,1
8,0.2115,1
8,0.1215,1
8,0.0615,1
8,0.2265,1
8,0.1355,1
8,0.1055,0
8,0.0295,1
8,0.0915,1
9,0.0165,1
9,0.0445,1
9,0.0875,0
9,0.1205,0
9,0.0655,1
9,0.0825,0
9,0.0685,0
9,0.0895,0
9,0.0175,0
9,0.0265,0
9,0.1965,0
9,0.035500000000000004,0
9,0.14150000000000001,1
9,0.1085,1
9,0.07050000000000001,0
9,0.0885,1
9,0.2705,1
9,0.1845,0
9,0.0365,1
9,0.0165,0
9,0.014499999999999999,1
9,0.0275,1
9,0.0325,1
9,0.0305,1
9,0.0305,0
9,0.2235,1
9,0.1065,1
9,0.1685,1
9,0.0235,0
9,0.08650000000000001,0
9,0.014499999999999999,1
9,0.0235,1
9,0.0195,0
9,0.0165,1
9,0.0465,1
9,0.0915,1
9,0.0415,0
9,0.0195,0
9,0.0415,0
9,0.1305,1
9,0.0235,0
9,0.014499999999999999,1
9,0.1275,1
9,0.0475,0
9,0.1465,1
9,0.035500000000000004,0
9,0.0285,0
9,0.0605,1
9,0.0895,0
9,0.2625,1
9,0.0845,1
9,0.0285,0
9,0.0095,1
9,0.1095,0
9,0.0185,1
9,0.0415,1
9,0.0185,0
9,0.1335,1
9,0.0315,1
9,0.0645,1
9,0.0365,1
9,0.1575,1
9,0.2335,0
9,0.1515,0
9,0.1275,1
9,0.3015,0
9,0.1695,0
9,0.0485,1
9,0.0595,1
9,0.0295,0
9,0.0755,1
9,0.0525,0
9,0.0685,0
9,0.0385,1
9,0.0525,1
9,0.1825,1
9,0.1935,1
9,0.0335,1
9,0.34450000000000003,1
9,0.0165,0
9,0.0215,1
9,0.0945,1
9,0.2135,1
9,0.0565,0
9,0.0305,0
9,0.23450000000000001,0
9,0.2435,1
9,0.0375,0
9,0.0815,1
9,0.0235,0
9,0.0425,0
9,0.0965,0
9,0.035500000000000004,1
9,0.0175,1
9,0.1015,1
9,0.1055,1
9,0.0505,0
9,0.0505,1
9,0.0375,0
9,0.1315,0
10,0.2725,1
10,0.1165,1
10,0.7065,1
10,0.5005000000000001,0
10,0.1255,0
10,0.5895,0
10,0.6365000000000001,1
10,0.5055000000000001,0
10,0.7405,1
10,0.3735,1
10,0.1455,1
10,0.1285,1
10,0.4465,1
10,0.1295,1
10,0.4625,0
10,0.4905,0
10,0.3545,0
10,0.4435,0
10,0.5445000000000001,0
10,0.2185,1
10,0.6675000000000001,1
10,0.4055,1
10,0.47550000000000003,1
10,0.1865,1
10,0.2235,0
10,0.7645000000000001,1
10,0.5615000000000001,1
10,0.3125,0
10,0.6055,0
10,0.1575,0
10,0.1235,0
10,0.5515000000000001,1
10,0.4655,1
10,0.4255,1
10,0.1295,1
10,0.1835,0
10,0.4425,1
10,0.2265,0
10,0.2735,1
10,0.2165,1
10,0.4865,1
10,0.4545,1
10,0.35050000000000003,0
10,0.1495,1
10,0.5975,1
10,0.5185000000000001,0
10,0.2775,0
10,0.2995,1
10,0.2645,1
10,0.2595,1
10,0.40750000000000003,0
10,0.3185,1
10,0.2945,0
10,0.1365,0
10,0.1655,0
10,0.1205,1
10,0.9655,0
10,0.9555000000000001,0
10,0.2715,0
10,0.0735,1
10,0.2785,1
10,0.4615,0
10,0.2665,1
10,0.7035,1
10,0.2315,0
10,0.1255,0
10,0.5555000000000001,0
10,0.2315,1
10,0.1375,1
10,0.1905,1
10,0.1595,1
10,0.5455000000000001,1
10,0.2485,1
10,0.4825,1
10,0.1995,1
10,0.2325,0
10,0.4885,0
10,0.14350000000000002,0
10,0.1195,1
10,0.0595,1
10,0.3065,0
10,0.1125,1
10,0.0955,0
10,0.3945,0
10,0.2145,0
10,0.1555,0
10,0.1855,1
10,0.2135,0
10,0.1455,0
10,0.4875,1
11,0.5295000000000001,1
11,0.1825,1
11,0.4165,1
11,0.1075,1
11,0.3715,1
11,0.1695,1
11,0.3165,0
11,0.1465,1
11,0.0695,1
11,0.0905,0
11,0.1675,1
11,0.1495,0
11,0.2775,1
11,0.1395,1
11,0.1595,1
11,0.7865000000000001,1
11,0.2015,1
11,0.3395,1
11,0.1895,1
11,0.4385,1
11,0.3385,1
11,0.0995,1
11,0.1545,1
11,0.0795,1
11,0.5025000000000001,1
11,0.1075,1
11,0.2185,1
11,0.5815,1
11,0.1595,1
11,0.3325,1
11,0.3895,1
11,0.0665,1
11,0.2025,0
11,0.1165,1
11,0.23450000000000001,1
11,0.3525,1
11,0.1865,1
11,0.1575,0
11,0.2455,1
11,0.1005,1
11,0.2405,1
11,0.1065,1
11,0.1825,1
11,0.11750000000000001,1
11,0.0945,1
11,0.3195,1
11,0.9915,1
11,0.7815000000000001,1
11,0.1385,1
11,0.3335,1
11,0.0455,1
11,0.3245,1
11,0.1765,1
11,0.3785,1
11,0.20650000000000002,1
11,0.17450000000000002,0
11,0.1645,1
11,0.1645,1
11,0.3055,1
11,0.1835,1
11,0.5795,1
11,0.2455,1
11,0.3335,1
11,0.3305,1
11,0.1825,0
11,0.1585,0
11,0.1095,1
11,0.1345,1
11,0.2775,1
11,0.1665,0
11,0.2585,1
11,0.2225,1
11,0.3525,1
11,0.2335,1
11,0.3005,1
11,0.0725,1
11,0.6225,1
11,0.6695000000000001,1
11,0.1605,1
11,0.5415000000000001,1
11,0.3655,1
11,0.3005,1
11,0.0985,1
11,0.20550000000000002,1
11,0.1135,1
11,0.6125,1
11,0.1265,1
11,0.3805,1
11,0.2095,1
11,0.1605,1
11,0.5315000000000001,1
11,0.28450000000000003,1
11,0.5595000000000001,0
11,0.1605,1
11,0.3685,1
11,0.1695,1
11,0.1125,1
12,0.0435,0
12,0.1625,0
12,0.2945,0
12,0.1055,0
12,0.1465,0
12,0.2645,1
12,0.0935,1
12,0.1205,0
12,0.2465,1
12,0.0405,0
12,0.051500000000000004,0
12,0.3325,1
12,0.0815,0
12,0.2765,1
12,0.1255,1
12,0.14350000000000002,0
12,0.2285,1
12,0.2435,0
12,0.2705,0
12,0.20550000000000002,0
12,0.0495,0
12,0.5315000000000001,1
12,0.0365,0
12,0.28350000000000003,0
12,0.0665,0
12,0.1615,0
12,0.1045,0
12,0.1765,0
12,0.1625,0
12,0.1605,0
12,0.1985,0
12,0.0615,0
12,0.0615,1
12,0.0395,0
12,0.1105,0
12,0.2255,1
12,0.0785,1
12,0.0745,1
12,0.3985,0
12,0.2885,0
12,0.3005,0
12,0.3075,0
12,0.1005,1
12,0.1945,1
12,0.4545,1
12,0.5035000000000001,0
12,0.2415,1
12,0.0405,1
12,0.0665,0
12,0.9625,0
12,0.2755,1
12,0.1295,1
12,0.1595,0
12,0.0965,0
12,0.1505,0
12,0.0585,0
12,0.3885,1
12,0.0485,1
12,0.0825,0
12,0.1695,0
12,0.2175,0
12,0.1555,0
12,0.5565000000000001,1
12,0.23450000000000001,0
12,0.14350000000000002,1
12,0.4175,0
12,0.1395,1
12,0.1995,1
12,0.2155,1
12,0.3865,0
12,0.1305,0
12,0.2315,0
12,0.1165,0
12,0.2675,0
12,0.3525,0
12,0.1095,1
12,0.1525,1
12,0.0445,1
12,0.0835,0
12,0.0405,1
12,0.1325,0
12,0.2755,0
12,0.2925,0
12,0.0435,0
12,0.1675,1
12,0.2015,1
12,0.3605,0
12,0.1165,0
12,0.0605,1
12,0.1305,1
12,0.0675,0
12,0.0545,0
12,0.1345,1
12,0.1285,0
12,0.0545,0
12,0.0785,1
13,0.1235,1
13,0.0925,1
13,0.3665,0
13,0.1225,1
13,0.3755,0
13,0.2425,1
13,0.9175000000000001,0
13,0.1595,1
13,0.3735,1
13,0.1255,1
13,0.47850000000000004,1
13,0.11750000000000001,1
13,0.3805,1
13,0.5915,0
13,0.9665,1
13,0.2115,1
13,0.1255,1
13,0.4645,1
13,0.4315,1
13,0.2135,1
13,0.2605,1
13,0.2185,1
13,0.3535,1
13,0.14250000000000002,1
13,0.2595,1
13,0.5985,1
13,0.1825,1
13,0.3305,1
13,0.2425,1
13,0.5085000000000001,1
13,0.5095000000000001,1
13,0.11750000000000001,1
13,0.5875,1
13,0.5705000000000001,1
13,0.2605,1
13,0.6895000000000001,1
13,0.3515,1
13,0.2275,1
13,0.2235,1
13,0.2155,1
13,0.5425000000000001,1
13,0.3145,1
13,0.2265,1
13,0.7165,1
13,0.5405000000000001,1
13,0.1555,1
13,0.1995,1
13,0.2155,0
13,0.2285,1
13,0.3145,1
13,0.2915,1
13,0.2155,1
13,0.6415000000000001,1
13,0.6585000000000001,1
13,0.5385000000000001,1
13,0.4505,1
13,0.17250000000000001,1
13,0.2915,1
13,0.2545,1
13,0.3205,1
13,0.3055,1
13,0.2765,1
13,0.1865,1
13,0.4875,1
13,0.1655,1
13,0.0685,1
13,0.28150000000000003,1
13,0.4525,1
13,0.1365,1
13,0.2095,1
13,0.5305000000000001,1
13,0.1295,1
13,0.2285,1
13,0.6005,1
13,0.1295,1
13,0.1345,1
13,0.2735,1
13,0.4185,1
13,0.17250000000000001,1
13,0.28750000000000003,1
13,0.6605000000000001,1
13,0.1675,1
13,0.2495,1
13,0.28250000000000003,1
13,0.2705,1
13,0.1895,1
13,0.6205,1
13,0.3275,1
13,0.3075,1
13,0.4595,1
13,0.6875000000000001,1
13,0.3325,1
13,0.1905,1
13,0.2965,1
14,0.7315,0
14,0.0855,1
14,0.0595,0
14,0.41550000000000004,0
14,0.28350000000000003,0
14,0.0655,1
14,0.3165,1
14,0.11750000000000001,0
14,0.3245,0
14,0.1085,0
14,0.7855000000000001,1
14,0.2245,1
14,0.0655,0
14,0.3155,1
14,0.4645,0
14,0.1665,0
14,0.6105,1
14,0.1705,0
14,0.3405,0
14,0.4245,0
14,0.5135000000000001,1
14,0.9765,0
14,0.0785,0
14,0.9415000000000001,0
14,0.3675,0
14,0.1155,1
14,0.0585,0
14,0.8905000000000001,1
14,0.4025,0
14,0.1405,0
14,0.2465,0
14,0.4595,1
14,0.4855,1
14,0.2795,0
14,0.5455000000000001,0
14,0.7655000000000001,0
14,0.1495,1
14,0.5395000000000001,0
14,0.3765,1
14,0.6535000000000001,1
14,0.2795,0
14,0.47750000000000004,0
14,0.3595,1
14,0.4475,0
14,0.3735,1
14,0.0855,0
14,0.3185,0
14,0.6685000000000001,0
14,0.2765,0
14,0.6245,0
14,0.8455,0
14,0.20350000000000001,0
14,0.1815,0
14,0.34850000000000003,1
14,0.5845,0
14,0.14350000000000002,0
14,0.6435000000000001,1
14,0.2155,0
14,0.4825,1
14,0.3905,0
14,0.1295,1
14,0.1525,0
14,0.7305,0
14,0.40650000000000003,1
14,0.1215,0
14,0.2395,0
14,0.41050000000000003,1
14,0.1775,1
14,0.3015,1
14,0.2965,0
14,0.46950000000000003,0
14,0.3355,1
14,0.5905,1
14,0.1325,1
14,0.3595,0
14,0.1935,0
14,0.1575,1
14,0.2755,0
14,0.0545,0
14,0.2705,0
14,0.1455,1
14,0.6665000000000001,1
14,0.1585,0
14,0.9585000000000001,1
14,0.2575,0
14,0.1495,1
14,0.4015,0
14,0.1955,0
14,0.2205,1
14,0.3775,0
