,a,a_std,a_subj.0,a_subj.1,a_subj.10,a_subj.11,a_subj.12,a_subj.13,a_subj.14,a_subj.15,a_subj.16,a_subj.17,a_subj.18,a_subj.19,a_subj.2,a_subj.20,a_subj.21,a_subj.22,a_subj.23,a_subj.24,a_subj.25,a_subj.26,a_subj.27,a_subj.28,a_subj.29,a_subj.3,a_subj.4,a_subj.5,a_subj.6,a_subj.7,a_subj.8,a_subj.9,sv,t,t_std,t_subj.0,t_subj.1,t_subj.10,t_subj.11,t_subj.12,t_subj.13,t_subj.14,t_subj.15,t_subj.16,t_subj.17,t_subj.18,t_subj.19,t_subj.2,t_subj.20,t_subj.21,t_subj.22,t_subj.23,t_subj.24,t_subj.25,t_subj.26,t_subj.27,t_subj.28,t_subj.29,t_subj.3,t_subj.4,t_subj.5,t_subj.6,t_subj.7,t_subj.8,t_subj.9,v,v_std,v_subj.0,v_subj.1,v_subj.10,v_subj.11,v_subj.12,v_subj.13,v_subj.14,v_subj.15,v_subj.16,v_subj.17,v_subj.18,v_subj.19,v_subj.2,v_subj.20,v_subj.21,v_subj.22,v_subj.23,v_subj.24,v_subj.25,v_subj.26,v_subj.27,v_subj.28,v_subj.29,v_subj.3,v_subj.4,v_subj.5,v_subj.6,v_subj.7,v_subj.8,v_subj.9
0,1.0139691756647644,0.33777796325728554,0.5524755436626329,0.9424575396323333,1.1729378035815117,0.8915720271668587,0.8161456980277372,1.24094987627287,1.2766471548644334,1.439270713319504,1.146401803889648,1.0759625310633185,0.6496997499689766,1.100391170998404,0.8255517935738411,1.0581648586912855,1.3355251599310018,0.49247958435097283,1.5039766182162915,1.4982929454753804,0.6178388653032912,1.533843330016452,1.615476564142927,1.1201109781520582,1.1256995498218993,1.0022769005922645,0.4066928779590758,0.5584569858697723,0.7849257159192952,0.9098480431975265,0.8863551846891798,1.2608111360479497,0.9472166515380278,0.006093550401729265,0.011920090687658858,1.5702577305744042e-07,0.00025043711509833375,8.826698401035902e-06,0.0007435604446588734,2.0970979011585705e-05,0.026518715828024068,0.0012570583561813497,0.0015757953488106978,0.002954799474592612,0.002082564647682089,6.0584322362979776e-05,0.0010480777273508047,0.0032511248876280867,0.004690153687294854,0.00187303280323427,0.001919850363018583,0.005840110137488608,2.964122818718071e-05,0.0021440921777988566,0.0006963560591973625,0.000615459684706973,4.795926911626223e-06,0.0011386759370834573,0.0007800874653861164,2.5740116613475475e-05,0.0003410152467059552,0.00017841231938033823,0.0012974663134997873,0.00010681602031208754,0.0016861568317638707,0.275996024357773,1.9811734767650397,3.0879854361555066,2.1773948490989605,2.9301200517761687,-1.2957773066651437,-3.3864771087970187,0.2717678153294788,1.8240424924021421,2.80841733200815,-1.8847744601779715,-2.1414334369202375,3.395696951923769,-1.1908023748039538,1.229346109343168,-1.9842921913375853,2.4091078297253654,-1.6732480298492551,-2.525145003064409,3.1861228964150063,0.5342857448812484,3.2102270623441695,3.5939582541981165,-1.1235806427229127,4.096765536293395,-0.844548535862427,-2.704939207201675,2.247910957666123,2.099535521693522,-1.3016473889140374,-0.28418353257084833,1.8931898405708094
1,0.9406670561310326,0.27562430297342483,0.5267414407186247,0.9172687443048106,1.1432955855591862,0.9026773762742007,0.7911185110624742,1.1856970464056082,1.1430348540639383,1.4033439193966248,1.1810356498417602,1.0656087882279754,0.635127034686974,1.1175686235895266,0.9864346070443188,0.9785363268731915,1.2232319954740625,0.4991269729574753,1.5684485333324594,1.7156870133078845,0.6645541375596168,1.4769734717497338,1.7062211238186213,1.055645040605118,1.1417056289728178,1.0378319544055068,0.4209174802838626,0.608895438429049,0.7923037132304911,0.9118027487369575,0.8680889292612146,1.372123098640051,0.9244005272982222,0.005315410382285363,0.011042282543013454,8.943048742284996e-08,0.0007128053511431377,4.653222364669897e-06,0.001011760308509827,5.200625285761502e-05,0.008430475774942495,0.0019271264424357156,0.0008382894380776062,0.008593214771778462,0.0009686416017357122,0.0008383390848315864,0.0009673031879258503,0.0014202159326152757,0.00873701993289087,0.003247899462754394,0.0019728342091067347,0.005234355756445049,4.267547851493126e-06,0.0020573498052008886,5.124033252897531e-05,0.00041311292185465114,7.5228074280587905e-06,0.0007685137938028227,0.00023977709118267344,5.787827529263936e-07,0.001726495724739546,4.8674139271372065e-05,0.003386039968596867,9.066823988441265e-05,0.0035978225294131215,0.15899628299060098,1.9066678527316268,3.0901836019581497,1.7578255002247611,3.058658195953855,-1.2173300595518397,-3.399456953200948,0.3184846111513435,1.4109580072233407,3.5176374768214087,-2.0617392581248146,-2.103363307251461,3.898758189556231,-1.52065501741641,1.4205311465646142,-1.479914217291951,2.658140997974492,-1.8514418342986256,-1.944986415754811,3.2042363580721656,0.502207892015704,2.50750532873032,3.4029201493106593,-1.0474551098680878,3.8317293963430354,-1.2780900544733256,-2.8824356699484257,2.0512507487924663,2.121916977289215,-1.8658906058331488,-0.8039982399120428,1.765385229222909
2,0.9913225255611513,0.3403287303834461,0.5386002881610255,0.9109285087732435,1.1344685469159703,0.8905953081774167,0.8252999027474696,1.1891853036912456,1.0274126459991682,1.2393698318228494,1.3060388818009274,1.1266006151747627,0.5886515826385914,1.2032116799519825,0.8572529814582812,0.9764632878831959,1.2937496709731238,0.5150597542841888,1.4405163952175064,1.6107299918668312,0.6338644930698466,1.5421797852418928,1.628090895591857,1.1073329303261028,1.2160474726419512,1.089446564443302,0.41576111910654284,0.6045254858394048,0.782113852000026,0.9095620980299822,0.8879567717622115,1.4082296023178404,0.9023970685445999,0.005749625402791729,0.009895212813330811,4.624458476418144e-08,0.0003668378223967994,4.5633491844187965e-06,0.0021019542721843615,0.00034136054352916224,0.010366795602425583,0.015380193832952287,0.00099646603761503,0.005823726407461154,0.0016763681492257066,0.003328078044056262,0.00039648153177351407,0.0013124226084749975,0.010752755633579528,0.002293931655865452,0.0006286521248203526,0.0037803642463982664,1.5550571502212869e-06,0.0016254427168063208,0.0003324599330573898,6.298069354715495e-05,0.0020981780484244325,0.0005689964544164051,0.004759223511312853,7.816133992228631e-08,0.0006372714958835235,6.830286391190631e-05,0.009166967521672568,3.764280162554297e-05,0.004125977325728102,0.49542816563799436,2.6982940169858916,2.2461249770647833,1.7363718688707312,3.096395615044905,-1.2043749738971907,-2.9699176626298023,0.5712426659764847,1.3756234881754932,3.0649575767397232,-2.11195345695571,-2.712973258848447,3.2415482119598504,-1.7466289202527445,1.2350477807911227,-1.9771127918550269,2.491830423752641,-1.9844187556428508,-2.1095119640153097,3.0810079817180958,0.8992445185186473,2.971515449458344,3.443970337533745,-1.876306764140244,4.044606663128652,-1.2563750862413086,-2.6881363927540165,2.174181457111419,1.944890960093129,-2.0458512452359603,-0.23058287135021827,1.897848300176006
3,0.9675621166703091,0.3318880313727145,0.5223156602206531,0.8580527128099668,1.1307742188518324,0.8976659937309851,0.8004251685643182,1.322353527224557,1.156440150110194,1.2234481640428017,1.258456468676949,1.008917084597618,0.5819569509939628,1.0816566885970664,0.87696615227973,0.9844763415626576,1.3015658222126103,0.5121815276799876,1.4191944855587697,1.5893384714188934,0.6151353455520001,1.5753656167544996,1.5120858911007422,1.1086752153322068,1.177388761138916,0.9790788319652907,0.4202068506661956,0.6102142870048044,0.8057404208113367,0.890916202276088,0.881919350885787,1.2718066666220817,0.7638679210115509,0.005839019178824992,0.008877785913204948,2.4025553944608866e-08,8.738887528665804e-05,0.00011760524023183292,0.003693843860783602,0.00019212420724985455,0.00238540922967218,0.014956097010030677,0.0011898187551009727,0.00277524598730929,0.00021991403515913015,0.0002700905290011612,0.001663085665182985,0.0024953524070086934,0.008755724906462377,0.007354645464307134,0.0007060659396221018,0.0030674227952713663,3.016295910210343e-06,0.0017619637200834686,0.00040665975770831745,0.0006875116134208699,0.00575151391442515,0.0005317256704300052,0.003347661311435726,1.7405648323562695e-07,0.0012254306797000064,2.324461526456746e-05,0.004839994055647509,2.702535772281943e-05,0.01205569989793322,0.1622797415642051,2.0015822617088412,2.007370005398404,1.6526484224226605,3.041734451009098,-0.9535115939245061,-3.1425596617921148,0.16038883320381525,1.6119304152400624,2.9677957402965696,-2.520735266259445,-2.6823937598776437,3.192260010498461,-1.0327014943976582,1.4882619157775283,-1.590580168292551,2.697426750303565,-2.1666869621175264,-1.8456965910674814,2.785062472413456,0.7509388787989321,3.1094981584137114,3.3428586966545057,-1.878215846155661,4.368796325204365,-1.3807111891464185,-3.7043569289094833,1.9378263945548853,2.2640588016407976,-1.9853508712238266,-0.6373341757827603,2.0868021403073422
4,1.0870591465543842,0.2871508230198693,0.5650518346301111,0.936434207766133,1.0986080964040448,0.9130257873417482,0.7929300039804087,1.3021021722687927,1.0926331400036604,1.2022074138768155,1.2789356665996197,1.0395341748992588,0.6001897239558509,1.119704504313755,0.9398977036440128,0.9912346740666405,1.231642815980538,0.5500649196921613,1.3488847561178963,1.4980479943095215,0.6412419167200426,1.530095099381718,1.6496101721468963,1.1040448306203803,1.2617127390257092,1.0879474519624928,0.4424098949518681,0.5848231205505525,0.7995229460592577,0.8758846593793682,0.8984393572923901,1.2533176226817166,1.0472548506838741,0.00622268005817056,0.009737141754182787,3.184675357861879e-08,0.000124526054584708,2.6418061981449328e-05,0.0045794596531664004,0.00041667470030731877,0.0016016003229587382,0.01961893897496564,0.01423334636394719,0.0036922327744603823,0.003820521588622868,0.0013674982263661155,1.941601214302505e-06,0.002668755603240005,0.00619105593831997,0.0025218750463669682,1.184479714453322e-05,0.007103825929961224,0.0013055332128472357,0.0013866640437311677,0.0006928883374704855,0.0004957409317482152,0.005972679024555599,7.662790492394059e-06,0.009615747363028384,3.581816035471067e-08,0.0013907274329085387,2.2499173189222762e-05,0.008334994684159377,1.1857927005429835e-05,0.004640542606220903,0.2960500486343439,2.5809311976572316,3.426844616351792,2.0040547166559257,3.0724061636146014,-1.2624854492019804,-3.3687520180804515,0.1504437114635646,1.4342501495985978,2.91480807475774,-2.5488806173093956,-2.1571475512780127,3.2954359636807995,-1.461785843335221,1.7964338941356965,-1.308868117215402,2.152341486981229,-1.4458797781476806,-1.6115040250851227,3.006371289389925,0.9845982862525107,3.0012849082481834,3.5705783378210345,-0.8425646841879737,4.247317766343284,-1.3891258927802914,-3.59898929398324,1.7538254236666688,1.9852269767529012,-2.233848984231952,-0.6258486126212351,2.071449094920637
5,1.1381762892341873,0.3752736448131381,0.5821311910801699,0.9775087845208611,1.2430734012154991,0.9020880135473414,0.8296815359184628,1.2311153725022377,1.0839294167612783,1.1976632973120473,1.306059658998803,0.9211826842863942,0.6043987878004096,1.0626065861178537,0.9888131212539842,1.0531481691535598,1.223885258851892,0.529164098625215,1.3464289261073055,1.5669730818963195,0.6372786795392884,1.5239817107483131,1.5971023687440908,1.0775149818236194,1.30144553147914,1.0657661704617973,0.43541167634772343,0.6447927829963028,0.8363526187806032,0.9015930329600617,0.8505216238370185,1.3059073783598527,0.8650998953444954,0.006625749818659121,0.011707479004634161,4.892852426345235e-09,4.885290678662112e-05,1.2940250037694329e-05,0.003362570728947074,0.00027002829635343383,0.0036886952438398013,0.007530510364399437,0.015862346265991062,0.001994735465247287,0.007361930893162592,0.0018762000977319664,1.346941375067027e-07,0.0047510545198265735,0.00020453173574932744,6.432478022168862e-05,3.998710788899026e-05,0.006781184491403481,0.0010502782343733408,0.0005055172421892872,0.0007129359900461415,0.00011350865161420827,0.0038878736022479564,0.0028431900534824648,0.00225938207927135,1.0830686104492207e-07,0.0002899235963245454,2.5097305928265573e-05,0.005279218189002086,1.0628149865223063e-05,0.004309551505199239,0.5108225218103603,2.2903293053123397,3.317856679499885,2.362592726333265,3.571137298350711,-1.2801654565977687,-3.601746788532427,0.44109294633605134,1.3941783437921402,2.924906208777709,-2.515865250988528,-2.2195947229579334,3.139199860231308,-1.2368563577643077,1.5802353338618638,-1.9258674762768297,2.4174788171781105,-2.66482004190693,-1.6508554293765954,3.067362650338433,0.8983168436022556,3.1491816743832244,3.211124245522633,-0.8875255317538195,4.7882297354875405,-1.185417633564117,-3.386803914041266,2.1155872831734293,2.5004256871486326,-1.7493585302045478,0.09988781361807897,1.6718933675615413
6,1.1110125528529338,0.4412335737882276,0.5472052067043492,0.9516727614922438,1.2076069745860627,0.9484566301908433,0.8078067304843262,1.2686007605517282,1.214883026697139,1.188166560348798,1.2836089386811373,0.9924002279630726,0.5869003706217067,1.0724022899005536,0.90180460175576,1.0588803541759975,1.2938008335732405,0.5231732237776434,1.433389399369818,1.518671887642255,0.6375166622860019,1.5570535532584475,1.6163560013556568,1.0901347298157742,1.1912415310726434,1.0680688012817885,0.40056899369201393,0.6217989373854392,0.7895949207414985,0.8336690116478552,0.88997418151474,1.3227323386159795,0.8761282715414855,0.008530300594900132,0.015081441016804798,4.806194203468483e-09,0.00013184611218711894,1.07931154307601e-05,0.0012324179243557356,0.0003238731017830208,0.0011184642900095515,0.0065718842159647895,0.01753568449975189,0.0019928823315877526,0.0074654729232571035,0.0016329673608366383,3.5825350366302887e-06,0.00516223395051617,0.005348675423036957,3.849148069828014e-05,0.00015556928401689061,0.0044472040229911036,0.0018831204860289812,0.0021559486802703214,0.0010005263697620396,4.044548782437982e-05,0.0018382416135955017,0.0038466884530378035,0.0038383689853151185,5.9180895341921256e-08,0.00045425741434970603,4.454753320659135e-05,0.0013809526045333899,0.00031761075578403124,0.0032870060212126136,0.41951864161633123,3.37056198708589,3.1948008297082366,2.4163978708046234,3.8972882485400624,-0.7184453677587714,-3.427409899656542,0.28211402729144,1.533007026592324,3.1038331580114593,-2.336944688400143,-2.0679845165568667,3.1965094476852864,-1.4056677364672074,1.6888306361340353,-1.0918198040068177,2.4913734750487913,-1.6016239775950016,-2.078364472429988,3.3754243345971453,1.2302759022410135,3.1742258906415484,3.168510218692286,-0.9865642508274046,4.3573561278232935,-0.7228585744778206,-2.92178051644971,1.720506421367197,1.372989602445753,-1.541548776409736,-0.9751714011173387,1.4347880058945108
7,1.0135636985765153,0.38778713156105493,0.5474724966170489,0.9123509604610938,1.2777157010340923,0.8943528609453315,0.7841739379692947,1.274978342624812,1.1764458355739191,1.4363711733121738,1.3676336204956823,0.9593881435327323,0.5973285112317254,1.1740230812056072,0.9418826004207189,1.001834875672199,1.3178429720552658,0.5307253387738555,1.4232530113480246,1.5345307992520016,0.6311852987655016,1.5464218426617418,1.6318645411197878,1.1051638217574729,1.1613694112659472,1.0812660876585445,0.4199217424712273,0.6108739559229301,0.7660731905953281,0.9372259685899771,0.8273762395739752,1.3525231772236153,0.9579966656251357,0.007738742493010976,0.014894533089763448,4.310219813515564e-10,5.681747035653911e-05,0.00014092282941580614,0.0006178106771182446,0.000737133859804196,3.4763172343012466e-05,0.008249488375631768,0.0014415560681370057,0.0024404389177960888,0.0008807024224299841,0.0011746539383539244,0.000262654537878645,0.003026451998212304,0.005346975752536816,6.680459275954373e-05,0.00015908510499708782,0.003848909273648408,0.009686037908909787,9.764144900822891e-06,0.00014019259953604486,0.0002477687194012184,0.0019137947430510971,0.004623511968712139,0.0020288659890361073,1.981543586488041e-06,0.0012896821815937668,1.7078313904630982e-05,0.0005323685023084865,0.00040506439124437556,0.0015840529732163327,1.8223349173377719,2.894242631605148,3.316222301036934,1.6418985028449962,3.6092545354619605,-1.3365507708898023,-3.3590219464087254,0.093760924526774,1.2277456369617852,3.0327546071767246,-2.2028439225170198,-1.7715587616563704,3.7733450862293414,-1.5169728560551092,1.431479346897782,-1.1476231647157293,2.4626678211333526,-1.5584892160742942,-2.1899364880061394,3.307097649596996,0.5733266722714607,3.2125145122362504,3.5272073889730065,-1.151275884290042,3.949002304494278,-1.3936925203244395,-2.900548362730267,2.5616323244105743,1.6530133523698036,-1.5475615453433178,-0.4226557437103581,1.851386055516412
8,0.9854179697703886,0.40070085484647733,0.5408625338379106,0.8727353733929207,1.3001487559046883,0.908220150993271,0.8254189997335251,1.2778585784573675,1.2120921982248254,1.3596161577069155,1.1338407540731283,0.9333979964377834,0.633776171600494,1.0746161360453272,0.8988136723395471,1.0498035289145036,1.265121934009629,0.5096800547944621,1.4260582696331918,1.5072691718313669,0.6598301706223182,1.5468078288783091,1.6267104648696922,1.1078920234609198,1.1870138543294608,1.0576682997219589,0.43493709708550277,0.609951064854548,0.7637114564709093,0.8995309636464082,0.9207483549221364,1.3237127394121302,0.9379702796230839,0.007765831390030001,0.014674821021866636,7.378933411696542e-10,0.00016862879592790506,0.00020323680282531583,6.54605915192659e-05,0.0009214673988837367,0.011567887928329008,0.014549363917868312,0.003180507064183499,0.00326559022717464,0.00608119464857868,0.0007983057671026939,0.00010496463956190596,0.003441315342842528,0.00525968843099164,0.001020059611995,0.00018108316992389057,0.005167332743742164,0.01403050885335786,4.278729094557842e-06,7.024361636152041e-05,0.00012969448392169495,0.0017267280326450623,0.006201440324610679,0.00020729377878870943,2.5330752365994324e-06,0.0011019099506687985,1.0073549431076668e-05,0.0027483932377270395,0.0017597792163091333,0.0006722683684356949,0.8684925520333281,2.909740653890897,3.228950233965938,2.2358839040027485,3.6059211999864145,-1.0189168723620854,-3.884206425894762,0.311998282324748,1.5339824682223324,3.528395876679242,-1.4907275506019564,-1.8774956273646328,4.0688885353562565,-1.4513504494086091,1.40538228539006,-1.8361868541210338,2.9094917611940887,-1.332617272903768,-2.0101226695685064,3.8590773261416222,0.960816763177366,3.1308571672784775,3.3912857804790675,-1.1987129312140206,3.840019291257037,-1.4538124017802962,-3.414445390618619,1.5799276391948327,1.9708819813385177,-1.335471268762967,0.2365511993629159,2.045385493178674
9,0.996604597369008,0.3340401730868267,0.550520090299528,0.8900600504662056,1.0981597178402995,1.0012899942894036,0.833491659746737,1.2275861277308635,1.1507947445505415,1.33678289507187,1.1087316553843853,0.9327969262172966,0.647349975995468,1.1426763383359928,0.8639148724784312,1.0743703157374545,1.3862566984122953,0.5385501231669146,1.4117053253799197,1.7029936616464587,0.6567048617753819,1.6423414136694312,1.539952640118688,1.1564214926582936,1.1760977350611193,1.065956136230192,0.42282110847659027,0.6071063529008895,0.8134561457311497,0.8835262692030669,0.8634322010632922,1.3949252479211727,0.9221070285763237,0.009227446077869255,0.0161717072478866,1.3180126296990146e-08,9.788118803040653e-05,0.002035354085734845,5.0619283177230265e-05,0.00047914211304092157,0.009021680681012145,0.004476485750587384,0.0030356900182536683,0.0032473324851139806,0.004561495301584308,0.0004002816236208681,0.0005220383992271035,0.0094439210445528,0.0024405798194326936,9.828525542433363e-05,0.00017887294615226987,0.004962699875978574,0.012597807969729551,2.891421238302129e-06,3.565005324631526e-05,0.009064428724517914,0.004890740202699841,0.0014223055280343806,2.5203992526957553e-05,4.167101840141788e-06,0.00043199119690826254,5.600376378548571e-06,0.005427821403655072,0.006142204493021745,0.0012570179830413998,0.47869941175633585,2.006545045990399,3.1287570708772083,1.9415221610940767,2.9333967648752224,-0.7175333341951613,-3.9548048555604565,0.5424083255527722,1.3972022799766515,3.568459600024968,-2.1046250651625282,-2.0266972503989367,3.379924314800669,-1.5025165335803812,1.3897650650546578,-1.4973590017407026,2.815274770436273,-1.637859473364925,-1.7874223462288081,3.9493131296390875,0.738654797035061,3.5394231870250867,3.147833472347551,-1.4194079440721963,4.211930956554685,-0.8521500148579031,-3.554817069631004,2.2898799840660913,1.8864091729560275,-1.6344843316364437,-1.0566631690076937,2.1293943984748376
