,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,0.957284641739644,0.04010052022578267,0.8791976830667733,0.9302577780352166,0.9563808682019013,0.9844012727450933,1.0393375743734536,0.0011531780499948767
